l4_txn_coredataset.send_bank_ctry_code,l4_txn_coredataset.bene_bank_ctry_code,txn_count
VE,TR,2
VI,PR,1
VN,KR,34686
AT,RO,9856
BD,CO,17
BE,BO,111
BF,AO,2
EG,MZ,2
ES,AZ,76
FR,GI,41
GI,TW,45
GR,KW,134
JE,BT,9
KG,EC,40
NE,TN,97
NL,MN,276
NP,IN,96
PR,PK,23
RW,TH,103
SA,KH,134
SE,GH,2454
SI,CH,1940
TD,LV,15
UG,NE,60
US,BE,176661
VG,RS,1
DE,KM,1
DM,CM,3
DO,AM,7
GP,MX,6
HR,PG,1
HT,NG,37
HU,MG,2
IT,RU,4791
KE,GD,3
LI,GR,36
ME,PA,18
MG,NA,2
MR,CA,158
NG,RO,1755
NL,MO,764
NO,JO,1294
PR,PL,73
PT,NL,14807
PY,IL,484
SE,GI,34
SI,CI,6
TN,BW,7
US,BF,10590
VE,TT,12
CY,VN,2383
DE,KN,43
DM,CN,24
DO,AN,2
FI,PK,948
GH,UY,30
GP,MY,7
GR,KY,72
HN,TH,139
HR,PH,155
IS,SV,23
KE,GE,74
KG,EE,31
KH,DE,371
KZ,US,47254
LK,ES,289
MN,GB,1363
MS,BB,14
NO,JP,2392
PH,ZM,9
PS,OM,128
PY,IM,27
QA,BM,37
RW,TJ,1
TC,MX,1
UA,TG,29
UG,NG,2165
US,BG,35443
VG,RU,6
ZA,GA,123
AR,TR,540
BA,FR,320
BD,CR,14
BE,BR,3060
BQ,ZA,28
CI,CA,677
DM,CO,102
FI,PL,18343
FR,GL,2
GH,UZ,2
GI,TZ,47
GR,KZ,47
GY,NULL,127
HT,NI,37
IL,ZW,62
IR,TW,1
IT,RW,337
JE,BW,334
LI,GT,109
LK,ET,86
NL,MQ,7
PL,VN,1442
PY,IN,1235
QA,BN,101
RS,XK,55
TC,MY,1
TM,CY,797
TN,BY,22
UA,TH,270
US,BH,15729
ZA,GB,164289
AQ,US,19
AT,RS,4956
BB,ES,459
BE,BS,540
FJ,OM,4
FR,GM,210
KE,GG,274
KG,EG,3
LC,MU,121
MA,TD,60
ML,ID,40
MR,CD,7
NE,TR,221
NI,PR,179
NL,MR,30
OM,QA,389
PT,NO,497
QA,BO,40
SC,IL,65
SE,GL,8
SI,CL,32
SK,AL,22
TL,NULL,1
TM,CZ,14
UG,NI,2
US,BI,11426
VE,TW,15
VN,KW,66
AR,TT,15
AZ,LT,45
BB,ET,1
BE,BT,2
BF,AT,42
CG,EC,1
FR,GN,469
HR,PK,85
HU,MK,427
IQ,UY,4
JE,BY,39
KE,GH,3141
ME,PE,1
MG,NE,1
ML,IE,28
MN,GE,37
MQ,DE,1
MT,AE,1447
NG,RS,462
NI,PS,184
NP,IS,4
PT,NP,9
SA,KM,3
SC,IM,181
SE,GM,576
SI,CM,4
SK,AM,38
UA,TJ,25
US,BJ,12580
ZA,GD,2
ZW,TR,73
NULL,ZA,6118
AT,RU,13492
AZ,LU,103
BF,AU,544
CI,CD,1216
DE,KR,24558
DJ,FR,157
DK,ER,22
DM,CR,4
DO,AR,452
DZ,ZA,136
EE,PA,190
EG,NA,1
ER,CA,15
ES,BA,184
FO,JO,22
HR,PL,6853
HT,NL,26
HU,ML,6
JE,BZ,16
KE,GI,27
NI,PT,3
NL,MT,712
NP,IT,11
QA,BQ,1
RU,VN,3938
RW,TN,92
SA,KN,7
SC,IN,5224
SE,GN,57
SI,CN,4783
VN,KY,1
ZA,GE,344
AZ,LV,239
BR,YE,2
CA,KE,6602
CH,DE,420439
CK,AE,2
CZ,US,63939
DK,ES,596110
ES,BB,142
FO,JP,9
FR,GP,781
HU,MM,1
LC,MX,34
MA,TG,8
MG,NG,35
NC,VU,11
NG,RU,2160
NL,MU,2510
PN,TR,10
PR,PR,46944
QA,BR,1020
RE,CA,73
SI,CO,61
UG,NL,3058
VN,KZ,186
VU,NULL,6
AR,TW,2549
AT,RW,100
BE,BW,660
CI,CF,36
DK,ET,651
DO,AT,550
FR,GQ,3
HU,MN,4
KH,DK,22
KZ,UY,32
LC,MY,4
LI,GY,2
MA,TH,448
ME,PH,30
MN,GH,9
MR,CH,83
NL,MV,413
PK,WS,1
PM,US,13
PR,PS,5
PY,IS,3
QA,BS,35
SB,JP,17
TZ,ZM,1400
UA,TM,163
US,BM,24930
ZA,GG,541
BW,TG,4
CA,KG,285
CG,EG,31
CI,CG,110
CK,AG,1
CY,VU,77
DO,AU,110
ES,BD,3045
FI,PR,217
FR,GR,2203
GH,VA,1
GI,UA,2
GM,QA,1
GN,PA,27
GQ,MA,124
GR,LA,4
GW,GA,1
HT,NO,2
HU,MO,30
KE,GL,213
KZ,UZ,6629
LB,NZ,133
MG,NI,1
MN,GI,1
MO,FI,19
MR,CI,5
NE,TW,26
NG,RW,536
NL,MW,1260
PR,PT,1799
PY,IT,872
QA,BT,15
SC,IQ,1
UA,TN,54
US,BN,584
ZA,GH,6050
BD,CY,18
BE,BY,769
BW,TH,85
CA,KH,997
CI,CH,938
EE,PE,17
EG,NE,35
ES,BE,22000
ET,AE,9262
FI,PS,175
GR,LB,780
GW,GB,99
HU,MP,3
KE,GM,54
MA,TJ,1
NL,MX,3603
PL,VU,6
RW,TR,639
SA,KR,9178
SE,GR,129
SG,ER,4
SI,CR,67
SK,AR,42
SV,ZA,35
TD,MA,29
TN,CA,1172
UG,NO,237
US,BO,21606
ZA,GI,37
ZW,TW,26
AR,TZ,17
BD,CZ,97
BF,AZ,1
CI,CI,1050556
CK,AI,1
DE,KW,644
DO,AW,72
ES,BF,21
FI,PT,248
FR,GT,870
GH,VC,27
GQ,MC,1
GR,LC,7
GY,EC,8
KE,GN,44
KI,CN,20
ME,PK,7
MM,HK,124
NI,PY,35
NL,MY,11087
SC,IS,21
SG,ES,13232
SK,AS,1
TJ,GB,828
UG,NP,174
CH,DJ,86
EG,NG,570
ES,BG,1631
ET,AG,1
HN,TR,205
HR,PR,9
HU,MR,1
IM,ZA,9393
IT,SA,1428
JE,CA,2699
MA,TL,1
ME,PL,442
MG,NL,65
ML,IL,5
MR,CL,1
MT,AL,1
NE,TZ,7
NL,MZ,688
PH,ZW,11
QA,BW,56
SC,IT,98
SE,GT,1257
SG,ET,882
SK,AT,30323
TD,MC,14
TL,EC,1
US,BQ,1037
CD,HK,6582
CH,DK,8074
CZ,UY,66
DE,KY,636
EE,PH,81
ER,CH,6
ES,BH,227
GE,YE,1
GH,VE,1
GN,PE,21
GT,JE,105
HK,WS,107
HM,US,1
HR,PS,20
IT,SB,1
MA,TM,3
MK,JM,1
ML,IM,40
MR,CM,1
MT,AM,61
RU,VU,10
SE,GU,2
SI,CU,1
SK,AU,265
TH,ID,12529
TN,CD,126
TO,BD,6
UA,TR,3265
US,BR,389264
VE,UA,1
VG,SA,1
VN,LA,512
ZA,GL,69
ZW,TZ,718
CI,CL,1
CZ,UZ,180
DE,KZ,7985
DM,CZ,288
DO,AZ,1
EG,NI,31
ES,BI,15
FR,GW,83
HN,TT,28
HR,PT,209
HU,MT,164
IS,TC,1
IT,SC,73
MA,TN,1738
ML,IN,1412
MR,CN,766
PR,PY,93
QA,BY,96
RE,CH,66
SI,CV,1
TG,JE,15
TH,IE,1559
TJ,GE,107
TL,EE,1
TM,DE,284
US,BS,25322
VN,LB,90
ZA,GM,10
CA,KM,7
CH,DM,129
CI,CM,971
ES,BJ,86
GH,VG,5
GI,UG,6
GN,PG,2
HU,MU,112
JE,CD,456
KE,GR,155
LA,PA,6
LC,NA,1
MA,TO,2
MC,RO,191
MG,NO,4
MK,JO,11
MQ,DO,6
PT,NZ,225
QA,BZ,1
RW,TW,88
SA,KW,3267
SE,GW,12
SI,CW,1
SK,AW,1
TN,CF,33
US,BT,2132
VN,LC,1
ZA,GN,171
BW,TN,2
CA,KN,186
CD,HN,1
CI,CN,2702
EE,PK,198
FI,PY,29
GN,PH,45
GW,GH,61
HU,MV,50
IN,YE,31
IT,SE,1880
KG,ES,89
MG,NP,4
MK,JP,46
SZ,VG,2
TC,NG,25
TD,MG,15
TN,CG,14
WS,KR,8
AM,ZA,254
AR,UA,99
AT,SA,517
AW,PA,1174
AZ,MA,12
BE,CA,10545
BY,RO,324
CH,DO,9601
CI,CO,32
EE,PL,21756
EG,NL,2104
ET,AL,4
GR,LI,247
HN,TW,938
HU,MW,2
KE,GT,22
KZ,VC,7
SA,KY,855
SE,GY,64
SI,CY,237
TN,CH,5144
US,BV,77
NULL,ZM,1809
BA,GB,11410
ER,CM,1
ES,BM,115
ET,AM,3
HU,MX,180
IQ,VG,2
IS,TG,32
IT,SG,7191
JE,CG,26
KE,GU,8
MA,TR,7396
MN,GR,1
MO,FR,18
MT,AR,17
NG,SA,1102
NI,QA,1
NL,NA,106
RE,CL,4
RW,TZ,4466
SA,KZ,479
SH,DZ,1
SI,CZ,5737
SK,AZ,10
TN,CI,123
TZ,ZW,623
UA,TW,1268
US,BW,4435
ZA,GQ,4
AT,SC,25
ER,CN,186
GN,PK,25
GR,LK,735
HR,PY,5
HU,MY,798
IS,TH,3969
JE,CH,62679
KW,YE,146
LC,NE,1
MC,RS,22
ME,PS,21
ML,IS,1
MS,BS,1
NG,SB,6
RE,CM,7
VG,SG,38
ZA,GR,141
ZW,UA,9
AZ,MD,41
BE,CD,5491
BF,BD,21
BW,TR,116
CA,KR,16903
CD,HR,8
CF,FR,407
CI,CR,27
CV,ZA,84
DE,LA,468
DJ,GA,1
EC,RO,61
EG,NO,74
ES,BO,784
ET,AO,31
GN,PL,921
GQ,ML,2
HT,NZ,6
HU,MZ,8
IT,SI,988
JE,CI,234
KE,GW,10
MA,TT,2
ME,PT,18
ML,IT,83
MN,GT,5
MT,AT,409
NG,SC,59
RE,CN,135
TM,DK,50
US,BY,35726
AT,SE,1375
AU,RE,3
AW,PE,46
AZ,ME,19
BA,GE,10
BD,DE,4125
BF,BE,267
BG,AE,1493
BY,RS,72
CG,ES,104
DE,LB,7441
DJ,GB,466
DO,BB,82
EG,NP,1
GD,ZM,2
GT,JM,34
GW,GM,15
IS,TJ,1
LC,NG,35
MC,RU,420
MM,HU,1
MT,AU,124
NG,SD,10
PR,QA,1
PS,PA,67
QA,CA,4230
TD,ML,75
TH,IL,1675
TN,CL,40
UA,TZ,152
UG,NZ,226
US,BZ,1825
VN,LI,80
ZA,GT,90
BE,CF,106
BF,BF,68
BG,AF,3
BW,TT,5
CD,HT,69
CG,ET,5
DE,LC,269
ES,BQ,1
GH,VN,603
GW,GN,29
IT,SK,4959
JE,CK,2
KE,GY,1
LA,PH,23
NG,SE,1674
NL,NE,107
NO,KE,5376
TH,IM,413
TN,CM,72
ZA,GU,3
AR,UG,4
AT,SG,1905
BA,GG,3
BE,CG,342
BF,BG,6
BY,RU,26891
CD,HU,28
CK,AU,13
DO,BD,2
EE,PR,6
ER,CR,2
ES,BR,5078
ET,AR,1
FI,QA,64
FJ,PA,5
GL,RO,2
GT,JO,46
IT,SL,62
JE,CL,384
KH,NULL,92
LK,FI,24
MA,TW,611
MC,RW,18
MT,AW,2
TH,IN,19734
TN,CN,6224
VN,LK,669
AS,TH,1
AW,PH,26
BA,GH,3
BE,CH,29464
BF,BH,1
CI,CV,36
CZ,VE,16
DJ,GE,1
DM,DE,5
DO,BE,774
EC,RS,7
EE,PS,12
ES,BS,46
GT,JP,2084
IM,ZM,2184
IT,SM,851
JE,CM,143
LK,FJ,11
NE,UG,4
NG,SG,7446
NL,NG,6413
NO,KG,112
QA,CD,56
RW,UA,20
SA,LA,6
SK,BA,585
TG,JO,5
TN,CO,4
VG,SL,1
ZA,GW,3
AT,SI,5404
BA,GI,2
BB,FI,3
BE,CI,482
BF,BI,23
BW,TW,411
CA,KW,572
CY,WF,1
DO,BF,1
EE,PT,45
ES,BT,6
ET,AT,140
IQ,VN,20
IS,TN,74
IT,SN,218
JE,CN,720
LA,PK,15
LI,HK,1135
ME,PY,1
MH,MY,6
MR,CY,68
NO,KH,404
PS,PE,36
PY,JE,15
SA,LB,73729
TG,JP,92
ZW,UG,159
BF,BJ,15
CZ,VG,9
DO,BG,84
EC,RU,236
ET,AU,245
GQ,MR,1
GR,LR,8
HN,UA,3
HR,QA,56
HU,NA,4
JE,CO,427
LA,PL,6
LC,NL,9
MA,TZ,42
MG,NZ,4
MR,CZ,3
MT,AZ,46
NG,SI,339
NL,NI,235
SA,LC,25
SH,EC,1
VG,SN,2
XK,XK,1
ZA,GY,2
AT,SK,20974
AZ,MK,1
BD,DK,78
CA,KY,3140
CI,CY,73
DJ,GH,5
DO,BH,5
FO,KE,16
GI,US,4218
GY,ES,25
LB,OM,571
QA,CG,10
SK,BD,23
TD,MR,6
TH,IR,2
TJ,GR,8
TN,CR,5
TO,BR,8
UA,UA,4862316
US,CA,1144177
AT,SL,45
AW,PL,64
BE,CL,5393
BG,AL,63
BW,TZ,657
CA,KZ,1011
CH,NULL,271
CH,DZ,2426
CI,CZ,91
DE,LI,1767
DK,FI,203243
DZ,ZW,11
ES,BW,43
GN,PT,35
GR,LT,431
HU,NC,1
KZ,VN,505
LI,HN,14
NG,SK,325
PS,PH,101
QA,CH,3074
SB,KE,16
SC,JE,217
SI,DE,9630
SK,BE,7979
SL,AE,1244
TH,IS,276
TL,ES,41
AM,ZM,2
AT,SM,1
BE,CM,895
BF,BM,1
BG,AM,100
DK,FJ,61
DO,BJ,3
FJ,PG,4
GH,VU,2
GQ,MU,24
GR,LU,1277
IS,TR,1575
IT,SR,13
JE,CR,639
NG,SL,504
NL,NL,6336675
QA,CI,83
SK,BF,2
TD,MT,1
TH,IT,5243
TL,ET,2
US,CC,1
AS,TN,5
AT,SN,34
BE,CN,50308
DE,LK,5391
EE,PY,10
ER,CY,9
ES,BY,425
FJ,PH,152
GR,LV,1208
HU,NE,3
IR,US,16380
IT,SS,38
NG,SM,38
RW,UG,4327
SK,BG,1847
TD,MU,87
US,CD,80965
VN,LR,28
AU,RO,2040
AZ,MO,5
BE,CO,10545
EG,NZ,72
ER,CZ,7
ES,BZ,4
ET,AZ,13
GW,GW,3
IT,ST,15
KH,EC,9
NG,SN,898
NO,KN,1
PS,PK,149
SK,BH,9
TN,CV,13
VE,US,157017
VU,ES,1
CV,ZM,1
DJ,GM,19
DM,DM,1
DO,BM,6
GQ,MX,6
HU,NG,559
LI,HR,131
LK,FR,482
MA,UA,1325
MC,SA,50
ME,QA,2
MS,CA,13
MT,BA,64
NG,SO,2
NL,NO,6747
NP,JO,14
PS,PL,806
QA,CL,273
RE,CZ,17
SA,LI,137
SG,FI,2779
SL,AI,2
TN,CW,2
US,CF,5565
VN,LT,54
CZ,VN,845
DJ,GN,3
FJ,PK,24
FR,HK,36343
GI,UY,62
GQ,MY,2
GR,LY,10
IT,SV,925
JE,CV,136
KH,EE,1
MO,GB,1069
MT,BB,4
NL,NP,850
NP,JP,31
PT,OM,7
PY,JM,2
QA,CM,67
SG,FJ,890
SK,BJ,4
TD,MX,34
UA,UG,36
US,CG,2303
VN,LU,490
AT,SR,3
AW,PR,485
BA,GR,396
BB,FR,198
BE,CR,4423
BF,BR,18
BG,AR,33
BR,ZA,1481
BW,UA,34
BY,SA,44
CA,LA,140
DK,FO,22
DM,DO,19
DO,BO,28
FJ,PL,4
GI,UZ,5
GP,NZ,2
GQ,MZ,1
HU,NI,2
IM,ZW,3827
IS,TW,883
JE,CW,126
LI,HT,9
MC,SC,1
MQ,EC,1
QA,CN,25373
SA,LK,3619
SE,HK,62683
SI,DK,934
TD,MY,25
TN,CY,295
US,CH,417802
VG,SV,1
VN,LV,377
AR,US,571804
AT,SS,21
AU,RS,1704
BG,AS,1
CA,LB,49666
CF,GB,661
CK,BB,2
IT,SX,3
KH,EG,12
KZ,VU,2
LI,HU,91
MM,ID,41
MT,BD,115
MU,AD,15
NG,SR,6
NO,KR,1507
PY,JO,15
QA,CO,600
TC,NZ,1
TN,CZ,444
US,CI,16212
AW,PT,7
AZ,MT,33
BG,AT,4354
BY,SC,2
CA,LC,223
CH,EC,12049
DO,BQ,19
FR,HN,787
HK,XK,27
IT,SY,1
JE,CY,1630
MC,SE,44
MK,KE,11
ML,JE,7
MM,IE,1
MO,GE,11
MR,DE,69
MT,BE,549
MU,AE,14826
NE,US,1536
NG,SS,30
PY,JP,5545
SC,JM,5
SL,AM,1
AU,RU,8693
AZ,MU,16
BG,AU,138
CD,ID,958
CL,AD,1
DE,LR,750
DJ,GR,1
DK,FR,1059408
DO,BR,1165
EC,SA,370
EE,QA,26
ES,CA,8769
HU,NL,19930
IS,TZ,85
IT,SZ,2
JE,CZ,1338
KG,FI,60
MT,BF,15
MU,AF,13
NG,ST,35
SE,HN,303
SK,BN,1
US,CK,292
VE,UY,58
ZW,US,1369
AT,SV,138
AZ,MV,2
BE,CV,285
BY,SE,338
CD,IE,330
CH,EE,2210
CI,DE,2821
CK,BE,2
CL,AE,598
CY,WS,6
DE,LS,1
DO,BS,48
ET,BB,2
HT,OM,2
MA,UG,32
MC,SG,336
MK,KG,158
MO,GG,5
MT,BG,487
MU,AG,7
PS,PR,13
QA,CR,551
SC,JO,17
SG,FO,32
SI,DO,50
SL,AO,1
US,CL,295016
AM,ZW,1
AS,TW,27
AU,RW,661
AZ,MW,1
BE,CW,40
BF,BW,5
BG,AW,3
CL,AF,2
DE,LT,2687
DJ,GT,1
HM,VN,1440
KE,HK,19706
MK,KH,2
MO,GH,24
MS,CH,5
MT,BH,61
NG,SV,10
PN,US,545
PS,PS,41
SC,JP,300
UG,OM,71
US,CM,17477
AT,SX,1
AZ,MX,5
BW,UG,203
BY,SG,369
CH,EG,9525
CK,BG,2
CZ,VU,1
DE,LU,25122
ES,CD,968
ET,BD,524
FR,HR,1514
GE,ZA,312
GN,QA,1
GQ,NA,1
GR,MA,378
HU,NO,1184
LC,NZ,22
MC,SI,4
MU,AI,6
NO,KW,122
PS,PT,54
US,CN,1333147
AR,UY,4580
AW,PY,3
AZ,MY,47
BE,CY,5958
CF,GH,113
DE,LV,4103
EC,SE,591
ER,DE,15
ET,BE,192
HU,NP,11
MR,DJ,18
MT,BJ,35
NG,SX,2
SA,LR,79
SB,KR,18
SE,HR,910
SG,FR,28334
SK,BR,209
TO,CA,10
US,CO,335285
AR,UZ,1
AS,TZ,4
BD,NULL,173910
BD,DZ,4
BE,CZ,14668
BF,BZ,22
BG,AZ,31
BY,SI,181
CA,LI,810
CG,FI,74
ES,CF,7
ET,BF,348
FJ,PT,5
FR,HT,1175
GR,MC,430
KE,HN,5
MC,SK,3
MN,HK,1051
MR,DK,28
NE,UY,2
NG,SY,3
NO,KY,114
QA,CV,6
RE,DE,9
RU,WS,1
RW,US,10738
CI,DJ,21
EC,SG,1423
ES,CG,41
ET,BG,9
FR,HU,13386
GR,MD,260
IN,ZA,3393
IS,UA,1047
MC,SL,4
MM,IL,3
MU,AL,42
NG,SZ,89
NL,NZ,3511
NO,KZ,297
QA,CW,51
SA,LT,181
SE,HT,135
SL,AT,3
ZA,HK,25687
BY,SK,236
CA,LK,4939
CI,DK,173
DE,LY,20
DO,BY,23
ES,CH,21477
ET,BH,21
GL,SE,6
GR,ME,598
GT,KE,9
HN,US,103693
MG,OM,1
MM,IM,15
MT,BM,16
MU,AM,53
SA,LU,900
SE,HU,6640
SL,AU,83
TO,CD,1
US,CR,142120
VA,ZA,5
VE,VA,2
VN,MA,37
CD,IL,1231
DM,NULL,1
DO,BZ,1
EC,SI,25
ES,CI,224
ET,BI,165
MC,SN,33
MM,IN,94
MS,CN,6
PS,PY,71
QA,CY,870
SA,LV,370
TD,NE,2
TG,KE,137
TH,JE,519
TM,EE,367
TN,DE,10730
UA,US,38218
US,CS,2
BR,ZM,48
CD,IM,488
CF,GM,6
CI,DM,93
CL,AM,14
ET,BJ,192
GI,VG,23
GQ,NG,53
GR,MG,34
IT,TD,94
KE,HR,86
KG,FR,20
KW,ZA,5763
LB,PA,423
LK,GA,3
MD,RO,5793
ML,JO,9
MU,AO,3687
QA,CZ,598
SK,BW,7
VN,MC,24
ZA,HN,21
BY,SN,1
CD,IN,15201
CF,GN,15
EC,SK,32
ER,DK,3
FJ,PY,1
GT,KH,63
JE,DE,4583
KH,ES,88
LK,GB,16046
ML,JP,43
TD,NG,269
TM,EG,1
US,CU,9557
VN,MD,32
AR,VA,34
AU,SA,1177
AZ,NA,16
BF,CA,914
BG,BA,104
BZ,RO,5
CI,DO,2
CL,AO,4
ES,CL,3672
KE,HT,41
KH,ET,9
RW,UY,12
SA,LY,1
SK,BY,275
TO,CH,5
US,CV,2971
VE,VE,3217
VN,ME,5
AU,SB,158
BB,GB,2113
BG,BB,11
EG,OM,133
ES,CM,447
IS,UG,107
IT,TG,55
KE,HU,244
LI,ID,222
MK,KR,59
MO,GR,2
MS,CR,11
MT,BR,43
MU,AR,94
NA,ZA,548
NO,LA,193
OM,RO,242
SI,NULL,1
SI,DZ,3
SL,AZ,2
TL,FI,1
US,CW,19392
AT,TC,4
AU,SC,390
CD,IQ,4
ES,CN,36114
GR,MK,1298
GW,HK,198
HN,UY,295
IT,TH,2770
LB,PE,52
LI,IE,522
LK,GE,68
MA,US,43749
MC,SS,2
MD,RS,40
MQ,ES,1
MT,BS,4
NO,LB,1865
TN,DJ,14
VN,MG,21
WS,LU,15
ZA,HR,120
AT,TD,9
BB,GD,6
BF,CD,158
BG,BD,46
BH,AD,4
CA,LR,624
CG,FR,1598
CH,ER,72
CK,BR,1
CL,AR,8057
CW,ZA,17
DE,MA,4269
DK,GA,51
DO,CA,2358
ES,CO,12656
ET,BO,4
GQ,NL,4
GR,ML,1
HU,NZ,255
MC,ST,1
MM,IT,3
MU,AT,441
NG,TC,4
NO,LC,11
TJ,HK,686
TN,DK,163
TO,CK,1
UA,UY,12
US,CY,54019
VG,TH,33
AR,VE,63
AU,SE,9523
AZ,NE,1
BB,GE,2
BD,EE,3
BE,DE,167751
BG,BE,1729
BH,AE,36152
BW,US,7352
CA,LS,72
CD,IS,7
CH,ES,44790
DK,GB,263830
GE,ZM,4
GR,MM,4
IT,TJ,29
JE,DJ,19
LB,PG,2
LK,GG,1
MD,RU,1841
MN,HU,80
MU,AU,4204
NG,TD,139
NZ,AD,2
PS,QA,451
PT,PA,2668
RE,DO,1
TD,NL,80
UA,UZ,394
US,CZ,44313
ZA,HT,141
BB,GF,2
BF,CF,2
BH,AF,9
CA,LT,362
CD,IT,1504
CF,GT,7
CH,ET,2920
CL,AT,412
DE,MC,412
DM,EC,1
GI,VN,61
GL,SN,2
GR,MN,4
JE,DK,763
LB,PH,965
LK,GH,77
MC,SV,36
NP,KE,219
NZ,AE,2914
OM,RS,28
TH,JM,25
TN,DM,21
VU,FJ,1
ZA,HU,1053
AR,VG,2
AT,TG,18
AU,SG,86025
AZ,NG,26
BB,GG,1
BD,EG,61
BF,CG,65
BG,BG,3290159
BH,AG,4
BZ,RU,6
CA,LU,3542
CL,AU,1282
DE,MD,611
DK,GD,8
EC,SR,9
ES,CR,2314
ET,BR,67
FJ,QA,1
FK,PA,1
GR,MO,86
IT,TL,2
LK,GI,4
MK,KW,2
MS,CW,1
MT,BW,12
MU,AW,1
NZ,AF,7
TO,CN,609
AT,TH,1208
BB,GH,47
BF,CH,254
BG,BH,37
CA,LV,1264
DE,ME,2617
DK,GE,492
EC,SS,3
ET,BS,1
GU,JP,4
IN,ZM,663
IT,TM,121
JE,DM,5
MC,SX,2
NE,VG,1
NG,TG,599
NZ,AG,2
OM,RU,542
RS,ZA,56
SA,MA,5565
SG,GA,221
SK,CA,1207
SL,BA,1
TH,JO,308
TN,DO,2
VN,ML,67
AU,SI,1189
BB,GI,1
BF,CI,381
BR,ZW,7
BZ,RW,1
CF,GW,5
CL,AW,16
DO,CF,1
IT,TN,1338
LB,PK,472
MA,UY,5
MT,BY,25
NG,TH,1843
NP,KH,11
PT,PE,629
PY,KE,7
QA,DE,4150
SG,GB,369097
SL,BB,1
TH,JP,29278
VA,ZM,22
VN,MM,147
AT,TJ,41
BE,DJ,64
BG,BJ,2
DE,MG,300
DK,GG,75
ES,CU,1
FR,ID,3532
GR,MR,28
GT,KR,11140
GY,FR,5
HN,VA,1
HT,PA,1210
JE,DO,248
LB,PL,705
LI,IL,1114
MH,NZ,2
MK,KZ,92
MR,DZ,2
MU,AZ,13
NO,LI,66
NZ,AI,2
OM,RW,78
PT,PF,1
RW,VC,45
SA,MC,63
SI,EC,451
VE,VN,1
VG,TN,1
VN,MN,13
AU,SK,1326
BA,HK,1065
BE,DK,14095
CA,LY,30
DK,GH,1747
DO,CH,1390
EC,SV,375
ES,CV,321
FI,RE,4
FR,IE,153635
KW,ZM,9
LI,IM,149
NG,TJ,6
PT,PG,1
SA,MD,145
SE,ID,3047
SG,GD,30
SK,CD,6
SL,BD,138
TG,KR,209
TJ,HR,5
TL,FR,27
UG,PA,34
VN,MO,389
AU,SL,285
AZ,NL,813
BF,CL,1
BH,AL,1
BW,UZ,1
CI,NULL,2
CI,DZ,14
CK,BZ,5
DK,GI,680
DO,CI,2
ES,CW,63
ET,BW,535
GR,MT,471
LI,IN,545
NO,LK,2119
PT,PH,159
PY,KH,1
SA,ME,14
SC,KE,1345
SE,IE,13658
SG,GE,3147
SI,EE,13
SL,BE,247
SM,AE,9
TM,ES,17
AT,TM,341
AU,SM,6
BE,DM,2
BF,CM,80
BG,BM,10
BH,AM,60
GM,RU,2
GR,MU,404
ID,AD,6
IT,TR,7456
NG,TL,1
NZ,AL,25
SL,BF,24
AR,VN,357
AT,TN,831
AU,SN,371
BB,GN,10
BF,CN,2187
CY,XK,17
DE,MK,2090
DJ,HK,138
ES,CY,2804
ET,BY,3
GR,MV,188
HK,YE,36
HN,VE,12
HR,RE,1
HT,PE,100
ID,AE,5411
IS,US,20026
KG,GB,1449
NA,ZM,216
NL,OM,496
NZ,AM,39
QA,DJ,140
RW,VG,2
SA,MG,83
SG,GG,334
SI,EG,6
SL,BG,12
TJ,HU,12
VG,TR,2
VN,MR,18
VU,FR,5
AU,SO,12
AZ,NO,76
BE,DO,1382
BF,CO,1
BG,BO,3
BH,AO,65
DE,ML,160
DK,GL,9
DO,CL,630
ER,DZ,1
ES,CZ,8116
GE,ZW,7
GM,RW,19
GR,MW,15
GT,KW,4
HT,PF,1
ID,AF,150
IT,TT,6
LI,IQ,1
NG,TN,474
PL,XK,18
PT,PK,880
QA,DK,1067
SC,KH,128
SG,GH,4586
SK,CH,4873
SL,BH,14
UG,PE,69
US,DE,695698
AZ,NP,10
CW,ZM,2
DE,MM,74
DK,GM,96
GR,MX,430
HN,VG,20
ID,AG,46
KE,ID,512
LB,PR,46
LK,GR,19
MD,SA,7
MG,PA,25
MT,CA,1026
MU,BA,34
NG,TO,2
NI,RO,3
PT,PL,5022
RE,NULL,1
SG,GI,505
SK,CI,5
SL,BI,16
SM,AI,1
TG,KW,1
VG,TT,12
VN,MT,8
BG,BQ,1
DE,MN,175
DK,GN,64
DO,CN,5783
FO,LK,8
GR,MY,922
GT,KY,275
HT,PH,27
IT,TV,2
KE,IE,1394
KG,GE,175
KM,AE,8
LB,PS,848
LI,IS,239
MK,LB,15
MU,BB,147
QA,DM,33
SL,BJ,16
UG,PG,4
VN,MU,246
AT,TR,2659
AU,SR,15
BA,HR,11085
BB,GR,12
BF,CR,2
BG,BR,55
BH,AR,31
BS,ZA,130
BZ,SA,1
CA,MA,2346
CG,GA,6
CK,CA,7
CL,BA,2
DE,MO,1292
DO,CO,3243
FK,PL,30
FR,IL,5453
GQ,NZ,2
GR,MZ,42
GT,KZ,3
ID,AI,5
IN,ZW,189
IT,TW,10333
LB,PT,251
LI,IT,90
LK,GT,2
MC,TC,2
PN,VN,374
RU,XK,1
SA,MK,36
SK,CK,1
TO,CY,2
UG,PH,639
VN,MV,44
AD,AE,65
AS,US,95
AU,SS,19
BD,ES,1278
